2022-01-24 17:31:40.428,13299
2022-01-24 17:31:40.465,13411
2022-01-24 17:31:40.506,13224
2022-01-24 17:31:40.543,13108
2022-01-24 17:31:40.580,13167
2022-01-24 17:31:40.621,13179
2022-01-24 17:31:40.658,13099
2022-01-24 17:31:40.694,13228
2022-01-24 17:31:40.735,13309
2022-01-24 17:31:40.772,13234
2022-01-24 17:31:40.809,13218
2022-01-24 17:31:40.850,13273
2022-01-24 17:31:40.887,13194
2022-01-24 17:31:40.924,13256
2022-01-24 17:31:40.966,13347
2022-01-24 17:31:41.002,13317
2022-01-24 17:31:41.039,13267
2022-01-24 17:31:41.079,13284
2022-01-24 17:31:41.116,13233
2022-01-24 17:31:41.153,13074
2022-01-24 17:31:41.194,13309
2022-01-24 17:31:41.231,13318
2022-01-24 17:31:41.268,13236
2022-01-24 17:31:41.309,13200
2022-01-24 17:31:41.346,13170
2022-01-24 17:31:41.383,13252
2022-01-24 17:31:41.424,13206
2022-01-24 17:31:41.461,13115
2022-01-24 17:31:41.497,13255
2022-01-24 17:31:41.538,13180
2022-01-24 17:31:41.575,13145
2022-01-24 17:31:41.612,13086
2022-01-24 17:31:41.649,13147
2022-01-24 17:31:41.690,12951
2022-01-24 17:31:41.727,12954
2022-01-24 17:31:41.763,12965
2022-01-24 17:31:41.800,12858
2022-01-24 17:31:41.837,12795
2022-01-24 17:31:41.874,12919
2022-01-24 17:31:41.915,12873
2022-01-24 17:31:41.952,12897
2022-01-24 17:31:41.989,12861
2022-01-24 17:31:42.026,12972
2022-01-24 17:31:42.062,13018
2022-01-24 17:31:42.099,12857
2022-01-24 17:31:42.140,12833
2022-01-24 17:31:42.177,12913
2022-01-24 17:31:42.214,12930
2022-01-24 17:31:42.251,12925
2022-01-24 17:31:42.288,12806
2022-01-24 17:31:42.325,12931
2022-01-24 17:31:42.361,12853
2022-01-24 17:31:42.403,12891
2022-01-24 17:31:42.439,12745
2022-01-24 17:31:42.476,12934
2022-01-24 17:31:42.513,12988
2022-01-24 17:31:42.550,12940
2022-01-24 17:31:42.587,12757
2022-01-24 17:31:42.624,12893
2022-01-24 17:31:42.665,12984
2022-01-24 17:31:42.702,12943
2022-01-24 17:31:42.738,12741
2022-01-24 17:31:42.775,12953
2022-01-24 17:31:42.812,12944
2022-01-24 17:31:42.849,12871
2022-01-24 17:31:42.890,12808
2022-01-24 17:31:42.927,12976
2022-01-24 17:31:42.964,12977
2022-01-24 17:31:43.001,12912
2022-01-24 17:31:43.037,12777
2022-01-24 17:31:43.074,12980
2022-01-24 17:31:43.115,12930
2022-01-24 17:31:43.152,12842
2022-01-24 17:31:43.189,12815
2022-01-24 17:31:43.226,12885
2022-01-24 17:31:43.263,12897
2022-01-24 17:31:43.299,12949
2022-01-24 17:31:43.336,12847
2022-01-24 17:31:43.377,12821
2022-01-24 17:31:43.414,12951
2022-01-24 17:31:43.451,12946
2022-01-24 17:31:43.488,12848
2022-01-24 17:31:43.525,12838
2022-01-24 17:31:43.562,12825
2022-01-24 17:31:43.599,12953
2022-01-24 17:31:43.639,12859
2022-01-24 17:31:43.676,12842
2022-01-24 17:31:43.713,12860
2022-01-24 17:31:43.750,13005
2022-01-24 17:31:43.787,12788
2022-01-24 17:31:43.824,12891
2022-01-24 17:31:43.861,12883
2022-01-24 17:31:43.902,13034
2022-01-24 17:31:43.939,12777
2022-01-24 17:31:43.975,12876
2022-01-24 17:31:44.012,12921
2022-01-24 17:31:44.049,12859
2022-01-24 17:31:44.086,12889
2022-01-24 17:31:44.127,12933
2022-01-24 17:31:44.164,12946
2022-01-24 17:31:44.201,12997
2022-01-24 17:31:44.237,12806
