2022-01-24 17:36:41.755,7204
2022-01-24 17:36:41.769,7049
2022-01-24 17:36:41.798,7166
2022-01-24 17:36:41.822,7117
2022-01-24 17:36:41.847,7134
2022-01-24 17:36:41.876,7121
2022-01-24 17:36:41.900,7107
2022-01-24 17:36:41.925,7195
2022-01-24 17:36:41.954,7065
2022-01-24 17:36:41.978,7223
2022-01-24 17:36:42.003,7063
2022-01-24 17:36:42.032,7182
2022-01-24 17:36:42.056,7184
2022-01-24 17:36:42.085,7110
2022-01-24 17:36:42.109,7210
2022-01-24 17:36:42.134,7133
2022-01-24 17:36:42.163,7262
2022-01-24 17:36:42.187,7136
2022-01-24 17:36:42.216,7216
2022-01-24 17:36:42.240,7181
2022-01-24 17:36:42.265,7178
2022-01-24 17:36:42.294,7243
2022-01-24 17:36:42.318,7096
2022-01-24 17:36:42.347,7250
2022-01-24 17:36:42.371,7105
2022-01-24 17:36:42.396,7229
2022-01-24 17:36:42.425,7185
2022-01-24 17:36:42.449,7178
2022-01-24 17:36:42.474,7223
2022-01-24 17:36:42.502,7129
2022-01-24 17:36:42.527,7255
2022-01-24 17:36:42.556,7090
2022-01-24 17:36:42.580,7217
2022-01-24 17:36:42.605,7214
2022-01-24 17:36:42.634,7170
2022-01-24 17:36:42.658,7251
2022-01-24 17:36:42.683,7091
2022-01-24 17:36:42.711,7256
2022-01-24 17:36:42.736,7139
2022-01-24 17:36:42.765,7256
2022-01-24 17:36:42.789,7197
2022-01-24 17:36:42.814,7173
2022-01-24 17:36:42.842,7231
2022-01-24 17:36:42.867,7123
2022-01-24 17:36:42.896,7249
2022-01-24 17:36:42.920,7134
2022-01-24 17:36:42.945,7246
2022-01-24 17:36:42.974,7201
2022-01-24 17:36:42.998,7206
2022-01-24 17:36:43.027,7243
2022-01-24 17:36:43.051,7144
2022-01-24 17:36:43.076,7289
2022-01-24 17:36:43.105,7129
2022-01-24 17:36:43.129,7222
2022-01-24 17:36:43.158,7209
2022-01-24 17:36:43.182,7186
2022-01-24 17:36:43.207,7242
2022-01-24 17:36:43.236,7099
2022-01-24 17:36:43.260,7277
2022-01-24 17:36:43.289,7127
2022-01-24 17:36:43.316,7247
2022-01-24 17:36:43.338,7251
2022-01-24 17:36:43.367,7215
2022-01-24 17:36:43.391,7216
2022-01-24 17:36:43.420,7103
2022-01-24 17:36:43.445,7254
2022-01-24 17:36:43.469,7119
2022-01-24 17:36:43.498,7249
2022-01-24 17:36:43.522,7265
2022-01-24 17:36:43.551,7195
2022-01-24 17:36:43.576,7264
2022-01-24 17:36:43.600,7128
2022-01-24 17:36:43.629,7276
2022-01-24 17:36:43.654,7145
2022-01-24 17:36:43.682,7237
2022-01-24 17:36:43.707,7201
2022-01-24 17:36:43.731,7250
2022-01-24 17:36:43.760,7248
2022-01-24 17:36:43.785,7124
2022-01-24 17:36:43.813,7263
2022-01-24 17:36:43.838,7133
2022-01-24 17:36:43.862,7207
2022-01-24 17:36:43.891,7182
2022-01-24 17:36:43.916,7224
2022-01-24 17:36:43.944,7296
2022-01-24 17:36:43.969,7186
2022-01-24 17:36:43.993,7290
2022-01-24 17:36:44.022,7142
2022-01-24 17:36:44.047,7250
2022-01-24 17:36:44.075,7245
2022-01-24 17:36:44.100,7132
2022-01-24 17:36:44.124,7226
2022-01-24 17:36:44.153,7134
2022-01-24 17:36:44.178,7250
2022-01-24 17:36:44.202,7136
2022-01-24 17:36:44.231,7206
2022-01-24 17:36:44.256,7194
2022-01-24 17:36:44.284,7218
2022-01-24 17:36:44.309,7260
2022-01-24 17:36:44.333,7183
2022-01-24 17:36:44.362,7246
2022-01-24 17:36:44.387,7164
2022-01-24 17:36:44.415,7192
2022-01-24 17:36:44.440,7222
